city,timestamp,temperature,season
New York,2010-01-01,2.4835707650561636,winter
New York,2010-01-02,-0.6913215058559232,winter
New York,2010-01-03,3.2384426905034625,winter
New York,2010-01-04,7.615149282040127,winter
New York,2010-01-05,-1.1707668736166799,winter
New York,2010-01-06,-1.1706847847459028,winter
New York,2010-01-07,7.896064077536957,winter
New York,2010-01-08,3.837173645764544,winter
New York,2010-01-09,-2.3473719296747606,winter
New York,2010-01-10,2.712800217929823,winter
New York,2010-01-11,-2.3170884640623113,winter
New York,2010-01-12,-2.328648767851284,winter
New York,2010-01-13,1.2098113578301706,winter
New York,2010-01-14,-9.56640122328899,winter
New York,2010-01-15,-8.624589162565163,winter
New York,2010-01-16,-2.8114376462048636,winter
New York,2010-01-17,-5.064155601672119,winter
New York,2010-01-18,1.5712366629763694,winter
New York,2010-01-19,-4.540120377606055,winter
New York,2010-01-20,-7.061518506676458,winter
New York,2010-01-21,7.32824384460777,winter
New York,2010-01-22,-1.1288815024326784,winter
New York,2010-01-23,0.3376410234396192,winter
New York,2010-01-24,-7.1237409310672835,winter
New York,2010-01-25,-2.7219136226259133,winter
New York,2010-01-26,0.5546129485493304,winter
New York,2010-01-27,-5.754967887111514,winter
New York,2010-01-28,1.8784900917283598,winter
New York,2010-01-29,-3.0031934495940247,winter
New York,2010-01-30,-1.458468748966384,winter
New York,2010-01-31,-3.0085330611469847,winter
New York,2010-02-01,9.261390922544688,winter
New York,2010-02-02,-0.06748612368966961,winter
New York,2010-02-03,-5.288554644779502,winter
New York,2010-02-04,4.112724560515945,winter
New York,2010-02-05,-6.104218249855111,winter
New York,2010-02-06,1.044317975023777,winter
New York,2010-02-07,-9.798350619398878,winter
New York,2010-02-08,-6.640930244492153,winter
New York,2010-02-09,0.9843061793456176,winter
New York,2010-02-10,3.6923328999770524,winter
New York,2010-02-11,0.8568414059498525,winter
New York,2010-02-12,-0.5782414119412026,winter
New York,2010-02-13,-1.505518477946444,winter
New York,2010-02-14,-7.392609951837137,winter
New York,2010-02-15,-3.5992210419735433,winter
New York,2010-02-16,-2.3031938547989377,winter
New York,2010-02-17,5.285611131094578,winter
New York,2010-02-18,1.718091447842307,winter
New York,2010-02-19,-8.81520077681367,winter
New York,2010-02-20,1.620419846973975,winter
New York,2010-02-21,-1.9254114020815827,winter
New York,2010-02-22,-3.3846100015297935,winter
New York,2010-02-23,3.0583814442043393,winter
New York,2010-02-24,5.154997612479755,winter
New York,2010-02-25,4.656400595580993,winter
New York,2010-02-26,-4.196087616113193,winter
New York,2010-02-27,-1.546061879256073,winter
New York,2010-02-28,1.6563171570178197,winter
New York,2010-03-01,14.877725635611796,spring
New York,2010-03-02,7.604128810773551,spring
New York,2010-03-03,9.071705116680914,spring
New York,2010-03-04,4.468325129969859,spring
New York,2010-03-05,4.018966879596646,spring
New York,2010-03-06,14.06262911197099,spring
New York,2010-03-07,16.781200142854114,spring
New York,2010-03-08,9.63994939209833,spring
New York,2010-03-09,15.01766448946012,spring
New York,2010-03-10,11.80818012523817,spring
New York,2010-03-11,6.774401226974378,spring
New York,2010-03-12,11.806978027542069,spring
New York,2010-03-13,17.690182832329846,spring
New York,2010-03-14,9.820869804450242,spring
New York,2010-03-15,17.82321827907003,spring
New York,2010-03-16,-3.0987255204487223,spring
New York,2010-03-17,14.10951252187612,spring
New York,2010-03-18,10.435235341190856,spring
New York,2010-03-19,8.504963247670663,spring
New York,2010-03-20,10.458803882677511,spring
New York,2010-03-21,0.062155426995536445,spring
New York,2010-03-22,8.90164056081244,spring
New York,2010-03-23,11.785562857558732,spring
New York,2010-03-24,17.38947022370758,spring
New York,2010-03-25,7.408648908631763,spring
New York,2010-03-26,5.957531985534062,spring
New York,2010-03-27,7.491214782077318,spring
New York,2010-03-28,14.57701058851037,spring
New York,2010-03-29,11.643755548298422,spring
New York,2010-03-30,7.351198981164806,spring
New York,2010-03-31,12.56633716556678,spring
New York,2010-04-01,10.485387746740201,spring
New York,2010-04-02,14.843224952664446,spring
New York,2010-04-03,6.489734530613238,spring
New York,2010-04-04,8.361689267011158,spring
New York,2010-04-05,8.039459234339212,spring
New York,2010-04-06,2.682425259339407,spring
New York,2010-04-07,11.480601385322881,spring
New York,2010-04-08,11.305276360899446,spring
New York,2010-04-09,10.025567283212304,spring
New York,2010-04-10,8.827064333124266,spring
New York,2010-04-11,2.923146289747929,spring
New York,2010-04-12,7.896773386173205,spring
New York,2010-04-13,8.286427417366152,spring
New York,2010-04-14,5.988613653891905,spring
New York,2010-04-15,9.193571441669954,spring
New York,2010-04-16,12.020254284072692,spring
New York,2010-04-17,19.43092950605265,spring
New York,2010-04-18,10.872889064159194,spring
New York,2010-04-19,11.28775195361382,spring
New York,2010-04-20,9.627770421169163,spring
New York,2010-04-21,0.4061439235047928,spring
New York,2010-04-22,9.867430622753915,spring
New York,2010-04-23,10.301151049705132,spring
New York,2010-04-24,22.31621056242643,spring
New York,2010-04-25,9.038195176094387,spring
New York,2010-04-26,11.507736711668063,spring
New York,2010-04-27,9.826441151473784,spring
New York,2010-04-28,4.15660981190234,spring
New York,2010-04-29,15.714114072575104,spring
New York,2010-04-30,13.759665163433871,spring
New York,2010-05-01,13.955159735215235,spring
New York,2010-05-02,5.453062726026305,spring
New York,2010-05-03,17.013971554680495,spring
New York,2010-05-04,2.990744686038596,spring
New York,2010-05-05,12.934285469001352,spring
New York,2010-05-06,20.952278129049894,spring
New York,2010-05-07,5.047318374346558,spring
New York,2010-05-08,7.16851135198614,spring
New York,2010-05-09,10.498256825438206,spring
New York,2010-05-10,7.482621729419003,spring
New York,2010-05-11,2.246682844669337,spring
New York,2010-05-12,10.342814874030136,spring
New York,2010-05-13,4.688481431369476,spring
New York,2010-05-14,12.367962153175908,spring
New York,2010-05-15,5.402878828830985,spring
New York,2010-05-16,17.749672025087698,spring
New York,2010-05-17,6.083733538318814,spring
New York,2010-05-18,8.389692418971622,spring
New York,2010-05-19,14.067586086848348,spring
New York,2010-05-20,3.845678417830224,spring
New York,2010-05-21,11.137299673020648,spring
New York,2010-05-22,16.53571377141214,spring
New York,2010-05-23,1.9625838271938623,spring
New York,2010-05-24,10.923169292661521,spring
New York,2010-05-25,11.299413971242117,spring
New York,2010-05-26,13.909114358886551,spring
New York,2010-05-27,3.8152464456095903,spring
New York,2010-05-28,3.397716934578618,spring
New York,2010-05-29,12.609707828084488,spring
New York,2010-05-30,11.48492336616593,spring
New York,2010-05-31,11.252464251729382,spring
New York,2010-06-01,26.732241047484877,summer
New York,2010-06-02,21.599876392107547,summer
New York,2010-06-03,26.161268485805017,summer
